ticker,market,date_pulling,industry,sector,enterpriseValue,totalCashPerShare,profitMargins,priceToBook,debtToEquity,returnOnEquity,currentRatio,trailingEps,Total Non Current Assets,Working Capital,Operating Income,ttm_latest,Free Cash Flow,avg_MF_ROC,beta,price_current,price_past,MF_EarningYield,current_MF_ROC,FCF_Yield,PE_offset_Cash,PE,PriceIndex_6m,percenFCFpersharetoprice
V,sp500,2025-02-05,Credit Services,Financial Services,647509377024.0,8.124,0.54955,21.81732,53.239,0.50708,1.283,9.91,59266000000.0,3531000000.0,24372000000.0,2024-12-31,5703000000.0,0.3047,0.4644658804304798,345.1499938964844,255.44114685058594,0.03763960934745915,0.3881077121518544,0.008807594457104854,34.00867748703172,34.82845548904989,1.3511918426296896,0.023537592767382487
MA,sp500,2025-02-05,Credit Services,Financial Services,510720671744.0,12.422,0.45262,69.13689,244.839,1.7757801,1.289,13.75,24937000000.0,5006000000.0,15791000000.0,2024-09-30,3854000000.0,0.4674,0.5281022927108233,559.1099853515625,440.76348876953125,0.03091905394406138,0.5273686671342217,0.007546199347755846,39.75912620738636,40.66254438920455,1.2685034028395055,0.022217453319473765
PG,sp500,2025-02-05,Household & Personal Products,Consumer Defensive,405945352192.0,5.162,0.17063,8.007716,69.338,0.28766,0.754,6.25,96997000000.0,-8155000000.0,19883000000.0,2024-12-31,3604500000.0,0.2144,-0.10316433494323188,168.1300048828125,166.06504821777344,0.0489794990696086,0.22380180545237613,0.008879273972559684,26.07488078125,26.90080078125,1.0124346253904744,0.030702431749751874
COST,sp500,2025-02-05,Discount Stores,Consumer Defensive,436734459904.0,25.152,0.02895,19.16898,42.118,0.30267,0.966,17.27,35863000000.0,-766000000.0,9497000000.0,2024-11-30,1688500000.0,0.2416,0.6386417017677873,1021.8599853515625,800.7659912109375,0.021745478939508383,0.2705929281704989,0.0038661936600357908,57.713259140217865,59.16965751890924,1.2761031269650718,0.024613939640024816
JNJ,sp500,2025-02-05,Drug Manufacturers - General,Healthcare,372143357952.0,8.43,0.16744,5.2666078,50.958,0.20889,1.029,5.85,125038000000.0,1490000000.0,22815000000.0,2024-09-30,5185500000.0,0.166,-0.07993388056198111,153.49000549316406,158.76144409179688,0.06130701922387323,0.18031581942336875,0.013934146315379996,24.796582135583602,26.23760777660924,0.9667964811684074,0.05492214279955475
ORCL,sp500,2025-02-05,Software - Infrastructure,Technology,601787858944.0,3.938,0.20396,53.14657,749.978,1.55578,0.72,4.08,124980000000.0,-5549000000.0,17286000000.0,2024-11-30,1229000000.0,0.1486,1.6417034603828642,167.88999938964844,127.26034545898438,0.028724408017026092,0.14473629124766602,0.002042247914666497,40.18431357589423,41.1495096543256,1.3192640549900037,0.02345583426241173
HD,sp500,2025-02-05,Home Improvement Retail,Consumer Cyclical,469633597440.0,1.545,0.0945,70.47268,1095.368,4.04933,1.133,14.81,64315000000.0,3857000000.0,21174000000.0,2024-10-31,4052500000.0,0.4419,0.5938672483385806,411.489990234375,346.07452392578125,0.04508621213520647,0.3105967259285337,0.008629067473218297,27.680282932773462,27.78460433722991,1.1890213286044213,0.0037546478326726837
ABBV,sp500,2025-02-05,Drug Manufacturers - General,Healthcare,374475194368.0,4.122,0.09222999,55.654846,1174.815,0.56407,0.645,2.39,115637000000.0,-15277000000.0,15005000000.0,2024-09-30,3614000000.0,0.1379,0.08549245022885009,189.9499969482422,181.19078063964844,0.040069409738404345,0.14951175767237943,0.009650839506470731,77.752299978344,79.47698617081262,1.0483425054943278,0.02170044783482238
KO,sp500,2025-02-05,Beverages - Non-Alcoholic,Consumer Defensive,300559630336.0,4.217,0.2245,10.185275,167.358,0.3723,1.06,2.38,75978000000.0,1719000000.0,13518000000.0,2024-09-30,717500000.0,0.1559,-0.022484375504521693,62.66999816894531,67.1271743774414,0.04497610003342109,0.17398355148847447,0.002387213476400328,24.560083264262737,26.331932003758535,0.9336010155375472,0.06728897595675434
NFLX,sp500,2025-02-05,Entertainment,Communication Services,381036494848.0,21.579,0.20701,18.7171,81.461,0.34714,1.133,20.2,40529995000.0,2344979000.0,10417614000.0,2024-12-31,1786229000.0,0.1819,1.1904971992658244,994.8699951171875,598.5499877929688,0.027340200061822716,0.24297656716946348,0.004687816060014272,48.18272253055384,49.25098985728651,1.6621335150061036,0.02169027119715091
MRK,sp500,2025-02-05,Drug Manufacturers - General,Healthcare,276028325888.0,5.769,0.19229001,5.1627216,85.572,0.28332,1.364,4.35,77171000000.0,10775000000.0,14159000000.0,2024-09-30,6677000000.0,0.1249,-0.024832672390036028,90.73999786376953,110.67764282226562,0.05129546018311574,0.16099652059218156,0.02418954641165787,19.53356272730334,20.859769623855065,0.8198584244289207,0.06357725518862321
CVX,sp500,2025-02-05,Oil & Gas Integrated,Energy,302887305216.0,2.617,0.087019995,1.7627907,16.456,0.103520006,1.069,9.97,221045000000.0,2469000000.0,21908000000.0,2024-09-30,3974000000.0,0.0853,0.3410609738781533,153.22000122070312,141.6143035888672,0.07233053225646616,0.09801623164544503,0.01312039141807543,15.10561697298928,15.368104435376441,1.0819528630775141,0.017080015527675053
CRM,sp500,2025-02-05,Software - Application,Technology,316399091712.0,13.218,0.15445,5.6024227,21.148,0.09734,1.041,6.16,69970000000.0,2050000000.0,7343000000.0,2024-10-31,1267000000.0,0.0311,1.167070775513032,344.1400146484375,238.36337280273438,0.023208031224956592,0.10195778950291585,0.0040044362742775435,53.72110627409699,55.866885494876215,1.4437621460124335,0.03840878548663714
ADBE,sp500,2025-02-05,Software - Infrastructure,Technology,240642179072.0,17.072,0.25588,13.468869,41.788,0.35355,1.111,12.41,18998000000.0,711000000.0,7741000000.0,2024-11-30,2418500000.0,0.3269,1.128015585365891,440.2300109863281,509.32000732421875,0.03216809301616196,0.39276472677456997,0.010050191572095041,34.09814754120291,35.47381232766544,0.8643485522964939,0.03877972781035637
AMD,sp500,2025-02-05,Semiconductors,Technology,191619481600.0,2.8,0.07516,3.4034917,3.927,0.03262,2.498,1.18,50901000000.0,11235000000.0,1371000000.0,2024-09-30,467500000.0,0.1706,2.1485875924275217,119.5,134.82000732421875,0.007154804869276925,0.022064503669370412,0.0024397310549868433,98.89830508474577,101.27118644067797,0.8863669597096462,0.02343096234309623
PEP,sp500,2025-02-05,Beverages - Non-Alcoholic,Consumer Defensive,243283787776.0,5.868,0.1018,10.127753,229.605,0.48819,0.886,6.47,73661000000.0,-3463000000.0,13241000000.0,2024-09-30,2512500000.0,0.1689,-0.01972268431510586,143.49000549316406,171.26644897460938,0.0544261503039054,0.18862360751018548,0.010327445256291996,21.270789102498313,22.177744280241743,0.8378173679214705,0.04089483431150579
TMO,sp500,2025-02-05,Diagnostics & Research,Healthcare,246323118080.0,17.373,0.14479999,4.5327287,72.329,0.12944001,1.629,16.14,76580000000.0,9182000000.0,7406000000.0,2024-09-30,1776500000.0,0.113,0.5217973787122543,580.5700073242188,597.206298828125,0.030066199460802148,0.08635526223735454,0.007212071744817043,34.89448620348319,35.9708802555278,0.9721431412619876,0.029924039789912996
TMUS,sp500,2025-02-05,Telecom Services,Communication Services,363986026496.0,8.405,0.12964,4.3005004,182.272,0.16087,1.075,9.63,189631000000.0,-1770000000.0,18010000000.0,2024-12-31,2130500000.0,0.0633,0.3670432307580533,237.25,185.59365844726562,0.049479921450220614,0.09586875402558274,0.005853246676829263,23.76375908618899,24.636552440290757,1.2783303157279586,0.03542676501580611
LIN,sp500,2025-02-05,Specialty Chemicals,Basic Materials,235061608448.0,10.893,0.19328,5.5282063,54.828,0.1619,0.958,13.19,69086000000.0,-589000000.0,8713000000.0,2024-09-30,1230500000.0,0.0915,0.5583301055654382,454.79998779296875,440.8624267578125,0.03706687815814669,0.12720265121100194,0.005234797839274589,33.65481332774593,34.48066624662386,1.0316143091114744,0.023951187977952728
ACN,sp500,2025-02-05,Information Technology Services,Technology,217196363776.0,8.018,0.111940004,8.656116,14.127,0.26674998,1.099,12.14,34669733000.0,8011369000.0,9979437000.0,2024-11-30,2023038000.0,0.2793,0.5703454935514876,391.6199951171875,312.4681091308594,0.045946611750333176,0.23381394885258586,0.009314327205249206,31.5981874066876,32.25864869169584,1.253311885832099,0.020473929063812773
CSCO,sp500,2025-02-05,Communication Equipment,Technology,258062598144.0,4.679,0.17731,5.405358,70.647,0.20761,0.882,2.34,87581000000.0,-4790000000.0,11594000000.0,2024-10-31,3488000000.0,0.1931,0.8805356014703415,61.34000015258789,44.10016632080078,0.04492708390671359,0.14003937626070467,0.013516100454253667,24.214102629311064,26.213675278883716,1.3909244628779456,0.07627975201109609
DHR,sp500,2025-02-05,Diagnostics & Research,Healthcare,177797611520.0,3.637,0.16393,3.0269456,36.69,0.07586,1.371,5.31,70555000000.0,2721000000.0,4056000000.0,2024-09-30,1172500000.0,0.0788,0.5835960270350801,215.00999450683594,268.7433166503906,0.022812454933027887,0.05535236639554561,0.006594576777360749,39.80659030260564,40.49152438923464,0.8000570849043416,0.016915492734847572
ABT,sp500,2025-02-05,Medical Devices,Healthcare,210057101312.0,4.49,0.13992,5.626744,37.589,0.14840001,1.597,7.68,50554000000.0,8900000000.0,6694000000.0,2024-09-30,1788000000.0,0.1187,0.14280110230196666,129.10000610351562,107.55601501464844,0.03186752534520284,0.1125912470144986,0.008511971215599443,16.225261211395264,16.80989662806193,1.2003048466041908,0.034779239254255384
QCOM,sp500,2025-02-05,Semiconductors,Technology,194387443712.0,11.971,0.2603,7.330339,58.765,0.42253,2.402,9.08,29923000000.0,14727000000.0,10099000000.0,2024-09-30,2528000000.0,0.2937,1.7391808753656064,173.0399932861328,156.32022094726562,0.051952944115888716,0.22618141097424413,0.013004955215859657,17.738875912569693,19.057267983054274,1.1069584743262841,0.06918053897635779
GE,sp500,2025-02-05,Aerospace & Defense,Industrials,209589895168.0,14.373,0.08926,11.5935545,110.224,0.22552,1.134,6.02,85507000000.0,3243000000.0,6503000000.0,2024-12-31,1136000000.0,0.0356,1.1453394435487707,202.17999267578125,157.8686065673828,0.031027259185312444,0.07327323943661972,0.005420108632095177,31.19717486308659,33.58471639132579,1.2806852297735654,0.07109012029221283
TXN,sp500,2025-02-05,Semiconductors,Technology,188821782528.0,9.594,0.31601998,9.5362835,84.399,0.29293,4.306,5.18,19449000000.0,12186000000.0,5497000000.0,2024-09-30,461500000.0,0.3641,1.3786085027621817,180.55999755859375,178.6835479736328,0.029112107334252398,0.17376323692113166,0.002444103608287699,33.00501883370536,34.85714238582891,1.0105015240979982,0.053134692787568515
IBM,sp500,2025-02-05,Information Technology Services,Technology,257907621888.0,14.819,0.10222,10.002269,245.112,0.26729,1.059,6.51,103798000000.0,1690000000.0,9440000000.0,2024-09-30,2039500000.0,0.072,0.7721146324721212,264.4599914550781,180.2996826171875,0.036602252895416375,0.08948885181252844,0.00790787020976713,38.34731051537299,40.62365460139449,1.466780127486857,0.05603494093176357
AMGN,sp500,2025-02-05,Drug Manufacturers - General,Healthcare,206744715264.0,16.764,0.13002,20.63839,802.418,0.5572,1.318,7.83,64117000000.0,6454000000.0,6218000000.0,2024-09-30,2767500000.0,0.1647,0.6122184409493443,289.0199890136719,320.40887451171875,0.03007573853609755,0.0881098468209321,0.013386073721236727,34.7708798229466,36.91187599152897,0.902034906037227,0.05800290857808797
AMAT,sp500,2025-02-05,Semiconductor Equipment & Materials,Technology,150907158528.0,11.042,0.27743,7.813416,35.409,0.4391,2.86,8.61,13189000000.0,12752000000.0,7867000000.0,2024-10-31,2128000000.0,0.3507,2.070190781122801,178.55999755859375,181.1161651611328,0.052131390430629046,0.3032651015766547,0.014101385386599545,19.45621342143946,20.738675674633424,0.9858865849977282,0.061839158551604545
VZ,sp500,2025-02-05,Telecom Services,Communication Services,339618168832.0,1.191,0.07298,1.7397956,182.615,0.10431,0.657,4.12,340523000000.0,-21175000000.0,27706000000.0,2024-09-30,5717000000.0,0.0965,-0.06130687169575621,39.810001373291016,38.505924224853516,0.08157985214773776,0.08675801946465925,0.016833610579968843,9.373544022643449,9.662621692546363,1.0338669224201036,0.029917105222685463
NOW,sp500,2025-02-05,Software - Application,Technology,232900313088.0,25.664,0.12768,22.433374,24.166,0.16221,1.134,6.77,11196000000.0,829000000.0,1364000000.0,2024-12-31,920500000.0,0.0705,1.2982362233368165,1010.1300048828125,781.27001953125,0.005856582938489313,0.11343035343035343,0.003952334746979041,145.41595345388663,149.20679540366507,1.2929332748348323,0.025406630706883458
CAT,sp500,2025-02-05,Farm & Heavy Construction Machinery,Industrials,222999429120.0,9.859,0.1626,9.00911,195.336,0.53475,1.395,22.08,41327000000.0,12728000000.0,13282000000.0,2024-09-30,2574000000.0,0.1594,1.252944688176763,361.95001220703125,314.5128479003906,0.05956069059195984,0.2457127000277495,0.011542630445994928,15.946150915173519,16.392663596332937,1.1508274292237004,0.027238567944461802
DIS,sp500,2025-02-05,Entertainment,Communication Services,244472922112.0,3.279,0.053049996,2.0447943,45.188,0.0546,0.716,2.71,170978000000.0,-9358000000.0,11914000000.0,2024-09-30,2633000000.0,0.0463,0.372845274857965,113.30000305175781,87.39275360107422,0.04873341348839385,0.07371612424204925,0.010770108923530385,40.59815610765971,41.80811920729071,1.296446197003285,0.02894086418075456
NEE,sp500,2025-02-05,Utilities - Regulated Electric,Utilities,232355889152.0,1.1,0.26492,2.871934,139.015,0.09887999,0.411,3.31,173833000000.0,-17467000000.0,8487000000.0,2024-09-30,1999000000.0,0.0399,0.11085680651176547,69.9000015258789,75.67936706542969,0.036525865692382205,0.054276505122596984,0.008603181986458352,20.78549895041659,21.117825234404503,0.9236335375987732,0.015736766466203148
PFE,sp500,2025-02-05,Drug Manufacturers - General,Healthcare,206739144704.0,1.756,0.071609996,1.5882859,73.408,0.04538,1.0,0.74,176254000000.0,12000000.0,9779000000.0,2024-09-30,1822500000.0,0.1247,0.23624512546394166,25.8700008392334,28.808856964111328,0.0473011534124374,0.05547865158340236,0.00881545680480286,32.58648762058567,34.959460593558646,0.8979877567326252,0.06787784859043844
RTX,sp500,2025-02-05,Aerospace & Defense,Industrials,205254606848.0,5.02,0.05969,2.795818,69.597,0.073460005,0.991,3.5,111728000000.0,-366000000.0,7298000000.0,2024-12-31,1085000000.0,0.0441,0.45271134735657137,128.3699951171875,113.95008850097656,0.0355558401931728,0.06553402417341643,0.005286117649985269,35.242855747767855,36.67714146205357,1.1265458132231934,0.03910571154433167
SPGI,sp500,2025-02-05,Financial Data & Stock Exchanges,Financial Services,174141014016.0,5.466,0.25792,4.689263,31.362,0.099309996,0.945,11.25,55166000000.0,-303000000.0,5108000000.0,2024-09-30,1467000000.0,0.2343,0.6174994869756116,513.6900024414062,470.3107604980469,0.02933254999612371,0.09310464247306928,0.008424207291369125,45.175466883680556,45.66133355034722,1.0922352741779113,0.010640658712495532
CMCSA,sp500,2025-02-05,Telecom Services,Communication Services,236277530624.0,2.303,0.11924,1.4997764,117.127,0.16884,0.719,4.18,239402000000.0,-12780000000.0,23297000000.0,2024-12-31,3333000000.0,0.0974,0.6032108532199147,33.54999923706055,38.56448745727539,0.09860015016439992,0.10280114022469133,0.014106292677080521,7.475358669153241,8.026315606952284,0.8699713505651989,0.06864381676217812
UBER,sp500,2025-02-05,Software - Application,Technology,152857231360.0,4.304,0.10492,9.930239,80.343,0.34326,1.415,2.11,31786000000.0,4496000000.0,2681000000.0,2024-09-30,1915000000.0,-0.0885,0.9567932839156706,69.75,58.47999954223633,0.017539242181391294,0.07389339066203628,0.01252803012956521,31.01706161137441,33.056872037914694,1.192715467612548,0.06170609318996416
UNP,sp500,2025-02-05,Railroads,Industrials,174684307456.0,1.595,0.27326,8.911253,197.154,0.43396,0.773,11.1,63421000000.0,-1217000000.0,9625000000.0,2024-09-30,1414500000.0,0.152,0.5601151866806353,243.5,232.28668212890625,0.05509939696457493,0.1547328146099929,0.008097464624040648,21.793243243243243,21.936936936936938,1.048273615036057,0.006550308008213553
T,sp500,2025-02-05,Telecom Services,Communication Services,324287561728.0,0.369,0.07419,1.6998458,125.151,0.08759,0.733,1.49,363920000000.0,-10859000000.0,24644000000.0,2024-09-30,4833000000.0,0.0622,-0.16189594465838691,24.25,18.4362735748291,0.0759942807201173,0.06980096923761049,0.014903439324798203,16.02751677852349,16.2751677852349,1.3153417311570128,0.015216494845360825
LMT,sp500,2025-02-05,Aerospace & Defense,Industrials,135562297344.0,13.293,0.09363,14.870853,268.347,0.81037,1.303,22.23,33768000000.0,2429000000.0,7044000000.0,2024-12-31,1262000000.0,0.2266,0.09396441084549681,453.67999267578125,538.975341796875,0.051961350154204715,0.19460176257700915,0.009309373068513111,19.810481002059436,20.40845671056146,0.841745359190775,0.029300388411661202
REGN,sp500,2025-02-05,Biotechnology,Healthcare,64653578240.0,91.054,0.33613998,2.562307,9.221,0.17166,5.281,42.24,18108300000.0,15672600000.0,4090600000.0,2024-09-30,596200000.0,0.25,1.0100385884445917,697.0499877929688,1071.280029296875,0.06326950667471673,0.12109209642135052,0.00922145403595221,14.346495923128995,16.502130392825965,0.6506701970823364,0.13062764736328208
BLK,sp500,2025-02-05,Asset Management,Financial Services,151523737600.0,92.175,0.31372,3.649292,32.503,0.1505,2.559,42.05,105820000000.0,25547000000.0,7142000000.0,2024-09-30,1322500000.0,0.0483,0.9011545501968782,1015.6599731445312,821.80322265625,0.04713452897297064,0.05436677399955849,0.008728005399993513,21.96159270260479,24.153625996302765,1.2358919326961184,0.09075379796116395
COP,sp500,2025-02-05,Oil & Gas E&P,Energy,127270780928.0,5.901,0.17472,2.32072,36.695,0.20376,1.299,8.61,82715000000.0,3219000000.0,13904000000.0,2024-09-30,2398500000.0,0.1528,0.1455253037592326,100.58000183105469,103.09855651855469,0.10924738497413489,0.16179858961528615,0.018845645343819228,10.996399748089976,11.681765601748513,0.9755713874903115,0.05866971458115474
HON,sp500,2025-02-05,Conglomerates,Industrials,166992805888.0,16.792,0.15015,8.35139,177.821,0.31865,1.442,8.7,45328000000.0,8630000000.0,7906000000.0,2024-09-30,1415000000.0,0.1639,0.5797835894202265,223.5500030517578,197.6501922607422,0.04734335684677612,0.14652136847177435,0.008473418914519125,23.7652877070986,25.695402649627336,1.1310386319121224,0.07511518573369111
SYK,sp500,2025-02-05,Medical Devices,Healthcare,161960411136.0,12.287,0.16337,7.423896,79.443,0.18868,1.913,7.77,29160000000.0,7004000000.0,4371000000.0,2024-09-30,892500000.0,0.0968,0.5658004353544261,392.3900146484375,314.5074462890625,0.026988076711719516,0.12086605463997345,0.005510605917458172,48.91930690456082,50.5006453858993,1.2476334639396534,0.03131323311325483
TJX,sp500,2025-02-05,Apparel Retail,Consumer Cyclical,142452490240.0,4.655,0.08563,19.425644,162.567,0.66199,1.214,4.27,18084000000.0,2335000000.0,6244000000.0,2024-10-31,845000000.0,0.2158,0.5263497741548127,125.13999938964844,108.17970275878906,0.04383215758096108,0.3057936235858759,0.005931802235091626,28.21662749172095,29.30679142614718,1.1567789169163847,0.037198338043024325
NKE,sp500,2025-02-05,Footwear & Accessories,Consumer Cyclical,116595023872.0,6.916,0.10599,7.9908347,86.962,0.3798,2.356,3.25,12979000000.0,13734000000.0,5475000000.0,2024-11-30,597000000.0,0.2278,0.3829674763289495,76.72000122070312,70.74177551269531,0.046957407084632946,0.20495638827537155,0.005120287128680524,21.47815422175481,23.606154221754807,1.084507713648422,0.09014598396713394
VRTX,sp500,2025-02-05,Biotechnology,Healthcare,119450828800.0,25.335,-0.045149997,7.952379,11.35,-0.029849999,2.468,-1.93,12436100000.0,5831000000.0,4238700000.0,2024-09-30,-1264100000.0,0.2858,0.7207885000758153,482.2799987792969,476.9100036621094,0.03548489401523516,0.23204011583666811,-0.010582597146450273,-236.7590667250243,-249.88600973020564,1.0112599758360115,0.052531724442493245
MU,sp500,2025-02-05,Semiconductors,Technology,121170362368.0,7.311,0.03098,2.2277923,31.194,0.01743,2.635,3.52,46968000000.0,15478000000.0,4564000000.0,2024-11-30,161500000.0,0.0557,2.216669333970386,90.66000366210938,90.20111083984375,0.03766597632298004,0.07308714729526311,0.0013328341753201746,23.67869422219016,25.7556828585538,1.0050874409194406,0.08064195571012947
BSX,sp500,2025-02-05,Medical Devices,Healthcare,161604091904.0,1.698,0.112629995,7.3672976,53.722,0.08916,1.482,1.21,29319000000.0,2851000000.0,2827000000.0,2024-09-30,641500000.0,0.0604,0.5495793585203483,103.54000091552734,72.95999908447266,0.017493368928302652,0.08787690394777743,0.003969577703398002,84.1669429053945,85.57024869051847,1.4191338022859532,0.016399459001215443
PLD,sp500,2025-02-05,REIT - Industrial,Real Estate,145402232832.0,0.843,0.37427,2.0670917,57.079,0.05662,0.623,3.32,94798338000.0,-1362021000.0,2827712000.0,2024-09-30,1260649000.0,0.029,0.6648975896659925,118.30999755859375,117.04166412353516,0.019447514284510213,0.030263521624038326,0.00867008006305222,35.38162577066077,35.635541433311374,1.0108365977582128,0.007125348807335568
LRCX,sp500,2025-02-05,Semiconductor Equipment & Materials,Technology,95610675200.0,4.716,0.2602,12.2,58.827,0.49116,2.525,3.28,6227069000.0,8262551000.0,4796231000.0,2024-12-31,1005738000.0,0.3608,2.009202494824017,79.91000366210938,76.57025146484375,0.05016417873806627,0.33101151030875897,0.010519097348660916,22.925001116496762,24.362805994545543,1.0436168372621712,0.05901639073802431
ANET,sp500,2025-02-05,Computer Hardware,Technology,28015460352.0,23.587,0.40293998,3.8248315,0.755,0.33833998,4.468,2.1,1968783000.0,8443566000.0,2784878000.0,2024-09-30,1076641000.0,0.2339,2.3356299940839857,112.31999969482422,78.73249816894531,0.09940504153811593,0.2674591487473192,0.03843024481741702,42.25380937848772,53.48571414039248,1.4266027664180854,0.20999821994378892
UPS,sp500,2025-02-05,Integrated Freight & Logistics,Industrials,134372777984.0,7.101,0.062480003,5.655804,155.425,0.31422,1.145,6.78,50999000000.0,2183000000.0,8019000000.0,2024-09-30,857500000.0,0.2089,0.41226559900866455,111.7699966430664,122.92277526855469,0.0596772658890392,0.1507840998834192,0.006381500872908232,15.437905109596814,16.48525024234018,0.9092700388424982,0.06353225564349614
