ticker,market,date_pulling,industry,sector,enterpriseValue,totalCashPerShare,profitMargins,priceToBook,debtToEquity,returnOnEquity,currentRatio,trailingEps,Total Non Current Assets,Working Capital,Operating Income,ttm_latest,Free Cash Flow,avg_MF_ROC,avg_growth,beta,price_current,price_past,MF_EarningYield,current_MF_ROC,FCF_Yield,PE_offset_Cash,PE,PEG,PriceIndex_6m,percenFCFpersharetoprice,clusterno_kmeans
MFEC.bk,SET,2025-02-04,Information Technology Services,Technology,3259931648.0,0.798,0.02103,0.9925126,34.758,0.061529998,1.356,0.44,1518117000.0,1465875000.0,288605521.0,2024-09-30,57598000.0,0.1067,-0.384845222427109,0.5551890395418899,5.699999809265137,5.0,0.0885311571416113,0.0967179271928343,0.0176684686120142,11.140908657420765,12.954545021057127,-0.3366170155200708,1.1399999618530274,0.1400000046847161,2
MGC.bk,SET,2025-02-04,Auto & Truck Dealerships,Consumer Cyclical,10841164800.0,0.882,0.00493,0.79034686,196.596,0.02999,0.86,0.46,8894480442.0,-1100987283.0,529740869.0,2024-09-30,605576981.0,0.1279,0.326830897516521,1.0423999446680758,2.359999895095825,3.7140703201293945,0.0488638332478812,0.0679721991400287,0.0558590328780907,3.2130432502083157,5.130434554556142,0.1569752001276685,0.6354214356968894,0.3737288301719129,0
MICRO.bk,SET,2025-02-04,Credit Services,Financial Services,3719919104.0,0.387,-0.13971,0.49751243,129.623,-0.03426,2.799,-0.1,2718242088.0,369820156.0,172217666.0,2024-09-30,273719438.0,0.0698,-0.0541631038215275,2.5963855834252225,1.0099999904632568,1.1399999856948853,0.0462960782708461,0.0557688454417047,0.0735820942196489,-6.229999904632568,-10.099999904632568,1.8647380212760716,0.8859649150325322,0.3831683204496811,0
MIDA.bk,SET,2025-02-04,Credit Services,Financial Services,7286095360.0,0.063,0.00619,0.1718213,104.173,0.00259,0.907,-0.08,6432998000.0,-746739000.0,-183818991.0,2024-09-30,-106604000.0,-0.0143,1.0704221714666948,0.3606520977208008,0.25,0.3700000047683716,-0.0252287380164071,-0.0323268762467555,-0.0146311562960383,-2.3375,-3.125,-0.0291940888679287,0.6756756669679118,0.252,0
MILL.bk,SET,2025-02-04,Steel,Basic Materials,12621974528.0,0.036,-0.29548,0.09551098,257.877,-0.53472,0.533,-0.98,11631914000.0,-9572197000.0,-5104361641.0,2024-09-30,27252500.0,0.0258,-1.4952756511236391,2.0010780501878163,0.1000000014901161,0.1000000014901161,-0.4044027841821992,-2.478185906607558,0.002159131278513,-0.0653061239695062,-0.1020408178470572,0.0006824214503217,1.0,0.359999994635582,3
MINT.bk,SET,2025-02-04,Lodging,Consumer Cyclical,324970184704.0,1.824,0.03133,3.012767,205.987,0.06641,0.616,0.58,304104378000.0,-25233686000.0,20458093682.0,2024-09-30,7327369000.0,0.0002,0.6943561529857035,1.006240234413092,24.700000762939453,26.75,0.0629537558980505,0.0733605010095503,0.0225478192920195,39.44138062575768,42.586208211964575,0.6133193754940544,0.9233645145024094,0.0738461515651764,0
MJD.bk,SET,2025-02-04,Real Estate - Development,Real Estate,12374525952.0,0.395,-0.1658,0.15381764,265.245,-0.07754,2.468,-0.42,6102406000.0,5877425000.0,-150997620.0,2024-09-30,-298739500.0,0.0107,-0.0030383477448983,0.6046937990425721,0.7099999785423279,1.0,-0.012202295311005,-0.0126043197103531,-0.0241414904424453,-0.7499999489103044,-1.690476139386495,5.563800727632096,0.7099999785423279,0.5563380449827033,0
MK.bk,SET,2025-02-04,Real Estate - Development,Real Estate,13613978624.0,0.069,-0.6985,0.29417458,230.626,-0.22376,0.504,-0.93,16314545000.0,-3319967000.0,-418750000.0,2024-09-30,2677000.0,-0.0142,0.2866113465931375,1.577688793050018,1.5,1.4600000381469729,-0.0307588260247293,-0.0322249787565244,0.0001966361248195,-1.5387096774193547,-1.6129032258064515,-0.0562749257828953,1.0273972334300725,0.046,0
ML.bk,SET,2025-02-04,Credit Services,Financial Services,2225095680.0,0.024,-0.22049999,0.24,75.233,-0.023529999,2.194,-0.05,2380306000.0,-152215000.0,3865802.0,2024-09-30,-7831500.0,0.0312,-0.9693949832958594,0.8870036329865926,0.4699999988079071,0.4799999892711639,0.0017373643905506,0.0017350287757546,-0.0035196239291606,-8.919999976158142,-9.399999976158142,0.0969676977716446,0.9791666860692207,0.0510638299167507,0
MODERN.bk,SET,2025-02-04,"Furnishings, Fixtures & Appliances",Consumer Cyclical,1601908992.0,0.831,0.021979999,0.65231574,10.798,0.02416,2.601,0.12,1071944000.0,1308227000.0,88248221.0,2024-09-30,64864500.0,0.0433,-0.4214133020662418,0.2983336484304933,2.0,2.4600000381469727,0.0550894098483217,0.0370764205596992,0.0404920006841437,9.741666666666667,16.666666666666668,-0.3954945556997828,0.8130081174740657,0.4155,0
MONO.bk,SET,2025-02-04,Entertainment,Communication Services,7003018240.0,0.043,-0.18100001,3.5875704,129.874,-0.26602,0.264,-0.1,3114780000.0,-1780163000.0,137661854.0,2024-09-30,150062500.0,-0.0162,2.515609726129155,1.1084697062745017,1.2699999809265137,1.399999976158142,0.0196575032767585,0.1031470856432969,0.0214282606238078,-12.269999809265135,-12.699999809265137,-0.0504847778149077,0.9071428589674893,0.0338582682250356,0
MOSHI.bk,SET,2025-02-04,Department Stores,Consumer Cyclical,15988992000.0,2.999,0.16174,5.952381,64.985,0.23281999,2.634,1.31,2292024613.0,1021238641.0,478248565.0,2024-09-30,60374597.5,0.1379,0.4535657448655354,1.0685391047543045,36.25,46.0,0.0299111141590414,0.1443436661492639,0.0037760102387942,25.3824427480916,27.67175572519084,0.610093598082334,0.7880434782608695,0.0827310344827586,0
MSC.bk,SET,2025-02-04,Electronics & Computer Distribution,Technology,2701099008.0,0.806,0.025710002,1.2605726,5.842,0.1012,2.282,0.6,1087994000.0,1402332000.0,292334341.0,2024-09-30,40703000.0,0.1075,0.1899102794990535,-0.0364364170963027,8.0,8.550000190734863,0.1082279250535343,0.1173879809310106,0.0150690514784713,11.99,13.333333333333334,0.7020859201778903,0.9356724937467408,0.10075,2
MST.bk,SET,2025-02-04,Capital Markets,Financial Services,11905731584.0,5.502,0.17597,1.0397412,200.563,0.07768,1.365,0.66,3529341000.0,4551556000.0,423900812.0,2024-09-30,715386500.0,0.1273,-0.125646126072994,0.3572647948915951,8.949999809265137,8.506836891174316,0.0356047680908308,0.0524571482596548,0.0600875716836587,5.224242135250207,13.560605771613844,-1.079269707347429,1.0520949118644314,0.6147486164529601,0
NATION.bk,SET,2025-02-04,Publishing,Communication Services,945634560.0,0.001,-0.86837,0.42253518,97.322,-0.99346,0.489,-0.06,876254000.0,-301876000.0,-356815213.0,2024-09-30,-37970500.0,-0.219,0.2872564400285071,1.3725276197453804,0.0399999991059303,0.0299999993294477,-0.3773288626422452,-0.6212201947149787,-0.0401534605503419,-0.6499999850988388,-0.6666666517655055,-0.0232080663430677,1.3333333333333333,0.0250000005587935,1
NC.bk,SET,2025-02-04,Apparel Retail,Consumer Cyclical,534199712.0,0.3,0.02384,0.8156813,35.909,0.025899999,1.774,0.06,339365366.0,199712498.0,4718945.0,2024-09-30,2545384.0,-0.0238,2.49890059422844,2.137156104430177,2.3399999141693115,1.909999966621399,0.0088336719282993,0.0087537354344047,0.0047648546841597,33.99999856948853,38.999998569488525,0.1560686273778335,1.2251308665248513,0.1282051329076644,0
NCAP.bk,SET,2025-02-04,Credit Services,Financial Services,6685210624.0,0.053,0.17101999,0.35876843,110.33,0.04003,4.009,0.13,5561991192.0,1950184967.0,56310085.0,2024-09-30,-4281099.5,0.0274,-2.490329162971128,3.168963530992428,1.350000023841858,1.3200000524520874,0.0084230831558015,0.0074958419249177,-0.000640383637971,9.976923260321984,10.384615568014292,-0.0416997709476475,1.0227272501497566,0.0392592585659158,0
NCH.bk,SET,2025-02-04,Real Estate - Development,Real Estate,2587193088.0,0.092,0.01932,0.27176052,59.21,0.00855,2.132,0.02,1262896000.0,2586847000.0,42205736.36,2024-09-30,81020500.0,0.0864,-0.0689358202282224,0.5000242840710685,0.6800000071525574,0.7300000190734863,0.0163133306732149,0.0109632607579259,0.0313159850247713,29.40000035762787,34.00000035762787,-4.932123857388763,0.9315068347746226,0.1352941162239721,0
NEO.bk,SET,2025-02-04,Household & Personal Products,Consumer Defensive,11123076096.0,8.082,0.10395,4.0264597,52.62,0.30854,1.904,2.96,4836675000.0,2626988000.0,1333759540.0,2024-09-30,24310340.5,0.264,0.0684213262183444,1.256813350161203,28.0,46.5,0.119909234503901,0.1787003968426763,0.0021855771092622,6.729054054054054,9.45945945945946,1.38253085438196,0.6021505376344086,0.2886428571428571,2
NEP.bk,SET,2025-02-04,Packaging & Containers,Consumer Cyclical,528891520.0,0.003,-0.17993,0.9836065,0.245,-0.050780002,1.349,-0.02,561999000.0,13319000.0,-47824793.0,2024-09-30,-10180500.0,-0.1382,0.056360160012754,-0.0069641755503971,0.2399999946355819,0.1899999976158142,-0.0904245789382291,-0.0831275798775633,-0.0192487487793338,-11.849999731779098,-11.9999997317791,-2.129163531307141,1.2631578823536056,0.0125000002793967,0
NER.bk,SET,2025-02-04,Specialty Chemicals,Basic Materials,17885018112.0,0.11,0.06978,1.0957036,111.589,0.23189,3.434,0.94,2183393000.0,10950036000.0,2136534147.0,2024-09-30,253060000.0,0.2219,0.1220194774536797,0.6456356968295233,4.880000114440918,4.434471607208252,0.1194594343500545,0.1626790800026405,0.0141492727832469,5.07446820685204,5.191489483447786,0.4254639990093832,1.10046935614797,0.0225409830779486,2
NEW.bk,SET,2025-02-04,Medical Care Facilities,Healthcare,657796288.0,7.474,0.102460004,2.1453001,6.814,0.108789995,1.351,4.76,512682450.78,16476607.84,57107027.38,2024-09-30,1084229.735,0.1087,0.250417014319389,-0.668809479197716,118.0,75.0,0.0868156729093612,0.1079203435143491,0.0016482758488901,23.219747899159664,24.789915966386555,0.9899453531048328,1.5733333333333333,0.0633389830508474,2
NEX.bk,SET,2025-02-04,Electronic Components,Technology,1729374720.0,0.194,0.0023999999,0.34196386,1.522,0.01244,1.217,-0.08,3150520000.0,1452197000.0,-31556923.0,2024-09-30,-36180500.0,0.018,0.910449681945594,1.404455905673585,0.7300000190734863,0.6600000262260437,-0.0182475912450021,-0.0068561510516505,-0.0209211454183856,-6.700000238418579,-9.12500023841858,-0.100225201011865,1.1060605910089287,0.2657534177139121,0
NFC.bk,SET,2025-02-04,Agricultural Inputs,Basic Materials,7250020864.0,0.343,0.08686,1.0948342,401.43,0.12181,0.887,0.14,7070941000.0,-326028000.0,479025298.0,2024-09-30,115828000.0,0.0164,0.7764132122024029,1.5249494732170457,1.4500000476837158,1.3300000429153442,0.0660722647542438,0.071020233767285,0.0159762298857847,7.907143197740827,10.357143197740829,0.1333973074512908,1.090225564583692,0.2365517163588518,0
NL.bk,SET,2025-02-04,Engineering & Construction,Industrials,-196607296.0,1.617,0.0467,0.6794784,2.07,0.11409,1.917,0.14,314970417.45,630713141.44,43882742.38,2024-09-30,3588104.2299999967,0.0814,-0.1173854063399451,0.6615711961585066,0.959999978542328,1.399999976158142,-0.2231999690387888,0.0464031990061321,-0.0182501072086358,-4.6928572961262285,6.85714270387377,-0.5841563204216086,0.6857142820650217,1.684375037648716,0
NNCL.bk,SET,2025-02-04,Utilities - Independent Power Producers,Utilities,2947154944.0,0.273,0.40828,0.8857939,3.892,0.10661,8.639,0.2,2996911000.0,1417295000.0,339318025.0,2024-09-30,-32654000.0,0.0788,0.0455795774368239,0.1307495574303862,1.6299999952316284,1.7899999618530271,0.1151340976119374,0.0768695491329584,-0.0110798382238025,6.784999976158141,8.149999976158142,1.788081512483202,0.9106145418820204,0.1674846630666436,2
NOVA.bk,SET,2025-02-04,Solar,Technology,560277312.0,7.491,6.53278,0.82126045,7.414,-0.05404,23.844,-0.27,2409060337.0,446384894.0,-517860791.0,2024-09-30,-206154736.0,-0.0159,0.1566554548466522,-0.3108654292669212,8.899999618530273,12.5,-0.9242937022586416,-0.1813590347935481,-0.3679512476850035,-5.21851710566768,-32.96296155011212,-2.1041694068284493,0.7119999694824218,0.8416854293345517,1
NRF.bk,SET,2025-02-04,Packaged Foods,Consumer Defensive,4641023488.0,0.152,0.00978,0.32907662,86.013,0.01511,0.566,0.02,5198292000.0,-1735920000.0,-82030655.0,2024-09-30,57316500.0,0.0561,-0.0926235345067892,1.3511104165765246,0.6899999976158142,1.4299999475479126,-0.0176751217079813,-0.0236920397346096,0.012349969817692,26.89999988079071,34.49999988079071,-3.724755275697442,0.4825174985488561,0.2202898558336405,0
NSL.bk,SET,2025-02-04,Packaged Foods,Consumer Defensive,7736406528.0,1.24,0.08947,4.5587473,7.436,0.30394,1.703,1.65,1259555006.0,608884190.0,630046074.0,2024-09-30,80721085.0,0.2403,0.2035480234857202,0.7102965186295787,26.5,28.13727378845215,0.0814391115202781,0.3372044834794827,0.0104339249376115,15.30909090909091,16.060606060606062,0.789032769052301,0.9418112145205728,0.0467924528301886,2
NUSA.bk,SET,2025-02-04,Real Estate - Development,Real Estate,7331418112.0,0.002,-0.67620003,0.2578019,43.778,-0.096590005,0.524,-0.07,12847407000.0,-2242833000.0,-340466428.0,2024-09-30,3444000.0,-0.0029,-0.6075459781678759,0.9516057286868236,0.1800000071525573,0.3000000119209289,-0.0464393685912862,-0.0321056204615102,0.0004697590489843,-2.542857245036533,-2.5714286736079623,0.0423248406871591,0.6,0.0111111106695952,0
NVD.bk,SET,2025-02-04,Real Estate Services,Real Estate,10886544384.0,0.012,0.09869,0.39814815,177.519,0.0299,2.886,0.09,2645827825.0,8080569626.0,32019013.0,2024-09-30,-364626345.0,0.0093,0.1976115198576022,0.6758191846633129,1.2699999809265137,1.7999999523162842,0.0029411548670171,0.002985066807963,-0.0334933044075852,13.977777565850152,14.111110899183483,0.7140834152458256,0.7055555636500137,0.0094488190395448,0
NWR.bk,SET,2025-02-04,Engineering & Construction,Industrials,6609969664.0,0.386,-0.14314,0.20667726,620.383,-0.88821,0.902,-0.95,3464334000.0,-41328000.0,-1123765032.0,2024-09-30,14515500.0,-0.0285,1.7563534511998036,0.0165437128391692,0.1400000005960464,0.2399999946355819,-0.1700106186750572,-0.3282977102581766,0.002196001001193,0.2589473677936353,-0.1473684216800489,-0.0008390590264128,0.5833333488553766,2.757142845404392,1
NYT.bk,SET,2025-02-04,Marine Shipping,Industrials,5126475776.0,0.875,0.31143,1.069293,80.316,0.15059,1.064,0.42,5497622000.0,-20940000.0,457245319.0,2024-09-30,149050500.0,0.0743,0.070335221169582,0.6477395442890476,3.059999942779541,2.819999933242798,0.0891929151680829,0.0834894775705436,0.0290746521611965,5.202380816141765,7.285714149475098,1.035855724674391,1.085106388375251,0.285947717765379,2
OGC.bk,SET,2025-02-04,"Furnishings, Fixtures & Appliances",Consumer Cyclical,1733744640.0,2.5,-0.030030001,0.16591841,72.228,-0.02954,0.984,-5.21,2416328000.0,-117071000.0,156029000.0,2024-09-30,-59342000.0,0.0705,0.2622361841690627,0.1918400844983177,15.5,22.5,0.0899953755588827,0.0678606175821145,-0.0342276472733608,-2.495201535508637,-2.9750479846449136,-0.1134491791844756,0.6888888888888889,0.1612903225806451,0
OHTL.bk,SET,2025-02-04,Lodging,Consumer Cyclical,7903107584.0,15.559,0.12179,2.276724,118.611,0.14899,0.305,23.25,5400583390.0,-789007549.0,521817699.0,2024-09-30,106209553.5,-0.0114,1.456773480975192,0.8613786783051439,310.0,360.0,0.0660269006151998,0.1131538799298692,0.0134389608607914,12.664129032258064,13.333333333333334,0.0915264693341874,0.8611111111111112,0.0501903225806451,2
ONEE.bk,SET,2025-02-04,Entertainment,Communication Services,7704918016.0,0.611,0.07321,1.1407605,0.967,0.06998,1.948,0.2,5028433000.0,2198288000.0,611591884.0,2024-09-30,224598000.0,0.1217,-0.0997937405106567,1.281223509852054,3.440000057220459,3.050279140472412,0.0793768191601741,0.0846292369665301,0.029149953254999,14.145000286102295,17.200000286102295,-1.7235550244021116,1.1277656564532283,0.1776162761153241,0
OR.bk,SET,2025-02-04,Oil & Gas Refining & Marketing,Energy,133565161472.0,2.793,0.0066299997,1.2800181,28.507,0.044770002,1.946,0.39,91737969945.0,53314596009.0,435975023.0,2024-09-30,152870556.0,0.0818,-0.1129732948570259,1.307668213984399,11.399999618530272,14.738710403442385,0.0032641372809734,0.003005634682383,0.0011445391471491,22.069229791103265,29.230768252641727,-2.58740512876383,0.7734733437647083,0.2450000081982531,0
ORI.bk,SET,2025-02-04,Real Estate - Development,Real Estate,47796965376.0,1.043,0.15009,0.42503864,179.711,0.11304,1.967,0.66,18669883000.0,27650277000.0,1467147254.0,2024-09-30,571155500.0,0.1231,0.0275403761588155,1.750950469098585,3.380000114440918,4.178487777709961,0.0306954059208263,0.0316740541051671,0.0119496184644138,3.5409092643044207,5.121212294607451,1.859528811471288,0.8089051097556021,0.3085798712088273,0
ORN.bk,SET,2025-02-04,Real Estate - Development,Real Estate,2507889920.0,0.143,0.081,0.40803513,65.967,0.03046,2.472,0.05,557683056.0,2370141362.0,100512083.0,2024-09-30,-46627429.5,0.0962,0.0766229216884825,1.214396793007939,0.6399999856948853,0.7099999785423279,0.0400783472186849,0.0343299558477826,-0.0185922951115812,9.939999713897704,12.799999713897703,1.670518355582586,0.901408457798609,0.2234375049942174,0
OSP.bk,SET,2025-02-04,Beverages - Non-Alcoholic,Consumer Defensive,63558238208.0,0.626,0.09144,2.8334866,12.376,0.15394,1.473,0.48,14112592000.0,1764755000.0,3099835699.0,2024-09-30,19499500.0,0.1336,-0.1829640651447059,0.8193372219401984,15.5,22.89339256286621,0.0487715799933835,0.1952363766440325,0.0003067973649015,30.9875,32.29166666666667,-1.7649185178044249,0.6770512477535321,0.0403870967741935,2
PAF.bk,SET,2025-02-04,Footwear & Accessories,Consumer Cyclical,676804224.0,0.157,-0.00071000005,0.77059346,28.743,0.00018999999,1.41,-0.03,577378000.0,168888000.0,-30063369.0,2024-09-30,25325500.0,-0.0633,-0.2047112306960397,0.960173625914678,0.8999999761581421,1.0299999713897705,-0.0444195942252275,-0.040285057874806,0.0374192404567498,-24.76666587193807,-29.999999205271404,1.4654789140423927,0.8737864088906522,0.1744444490656441,0
PAP.bk,SET,2025-02-04,Steel,Basic Materials,2783337984.0,0.348,-0.01801,0.59055114,88.803,-0.06963,1.327,-0.39,1494228000.0,464614000.0,-162195094.0,2024-09-30,2443000.0,0.0329,-2.844561229897632,0.435336032939752,1.7799999713897705,1.899999976158142,-0.0582735890978305,-0.0828015194691557,0.0008777230843122,-3.671794798435309,-4.564102490743001,0.0160450140526848,0.9368421019609616,0.1955056211199217,0
PATO.bk,SET,2025-02-04,Agricultural Inputs,Basic Materials,1120561536.0,0.903,0.13274,2.3624315,2.318,0.18242,6.129,0.61,124154865.0,388688680.0,98761556.0,2024-09-30,28136543.5,0.173,-0.266631630394535,0.0501532646064087,8.199999809265137,9.5,0.0881357719563916,0.1925763850649616,0.0251093247412697,11.962294769287109,13.442622638139568,-0.5041645891092708,0.8631578746594881,0.1101219537809873,2
PB.bk,SET,2025-02-04,Packaged Foods,Consumer Defensive,19940061184.0,14.477,0.22636,2.2228184,0.144,0.14913,7.055,3.77,5518554000.0,6639799000.0,1815070233.0,2024-09-30,531239937.5,0.1716,0.0030903993800957,0.1150411675669231,57.75,59.60258483886719,0.0910263121186619,0.14928586404754,0.0266418408949652,11.478249336870023,15.318302387267904,49.56738758727392,0.9689177097960504,0.2506839826839827,2
PCC.bk,SET,2025-02-04,Conglomerates,Industrials,4682668544.0,0.267,0.06618,1.0346168,42.298,0.11282,1.22,0.28,2972406000.0,759495000.0,475599527.0,2024-09-30,-15296000.0,0.1179,0.0276220023272163,0.1833198530849877,2.6600000858306885,2.6561074256896973,0.1015659174957825,0.1274416247912257,-0.0032665134967964,8.546428877966743,9.500000306538173,3.439287345645353,1.0014655507165642,0.100375936610776,2
PCSGH.bk,SET,2025-02-04,Auto Parts,Consumer Cyclical,4676599808.0,1.335,0.18617001,1.0644768,3.681,0.13283,7.699,0.32,2598607000.0,2716067000.0,572969237.0,2024-09-30,114218500.0,0.1039,0.3976792419481989,0.0621650311564479,3.5,4.719583511352539,0.1225183382208272,0.1078089149024004,0.0244234068958846,6.765625,10.9375,0.2750332138639688,0.7415908610539597,0.3814285714285714,2
PDJ.bk,SET,2025-02-04,Luxury Goods,Consumer Cyclical,1583290752.0,0.385,0.033570003,0.47559762,28.747,0.069359995,2.01,0.05,1359873000.0,1202426000.0,237285361.0,2024-09-30,-90661000.0,0.0384,0.4576997552070295,0.0386443597360986,1.909999966621399,2.0799999237060547,0.1498684690100432,0.0926064292262534,-0.0572611188977626,30.499999332427976,38.19999933242798,0.8346082535077853,0.9182692484037416,0.2015706841508625,2
PEACE.bk,SET,2025-02-04,Real Estate - Development,Real Estate,2363371008.0,0.147,0.093030006,0.55742866,51.095,0.03479,3.168,0.16,20671000.0,2422917000.0,109666108.0,2024-09-30,-157022000.0,0.1496,-0.1753796151546247,0.098957837686166,2.4800000190734863,2.7799999713897705,0.0464024089441652,0.044879131834008,-0.066439843540638,14.58125011920929,15.50000011920929,-0.8837971337514682,0.8920863469770797,0.0592741930925139,0
PERM.bk,SET,2025-02-04,Steel,Basic Materials,3307660288.0,0.213,-0.09092,0.40164778,481.87,-0.48014998,0.541,-0.47,2390128000.0,-1412767000.0,-267429969.0,2024-09-30,-115030500.0,0.0215,1.3807492068165368,0.0692426551348678,0.3899999856948852,0.8399999737739563,-0.0808517035350396,-0.273624555307609,-0.0347769994449925,-0.3765957142444367,-0.8297872036061389,-0.0060096880701405,0.4642857117515031,0.5461538661866505,1
PF.bk,SET,2025-02-04,Real Estate - Development,Real Estate,32466993152.0,0.268,-0.02545,0.09546539,228.55,-0.05314,1.088,-0.05,23231068000.0,5187649000.0,399193000.0,2024-09-30,144939000.0,-0.007,-0.7073117048849372,0.5830052069636253,0.1199999973177909,0.1599999964237213,0.0122953486370329,0.0140468339932446,0.0044641953543847,2.9600000536441806,-2.39999994635582,0.0339312912508106,0.75,2.2333333832522246,0
PG.bk,SET,2025-02-04,Apparel Manufacturing,Consumer Cyclical,611529024.0,2.714,-0.013040001,0.58445734,0.563,-0.00656,7.137,0.06,868025000.0,678116000.0,-28675906.0,2024-09-30,-15288500.0,-0.0275,-0.5555130465502982,-0.0143047909341833,9.100000381469728,8.649999618530273,-0.046892142277126,-0.0185467599656176,-0.0250004487113272,106.4333396911621,151.66667302449545,-2.730209019686147,1.0520232118826285,0.2982417457395387,0
PHG.bk,SET,2025-02-04,Medical Care Facilities,Healthcare,3943403008.0,2.903,0.12696,2.2619593,0.757,0.22215,4.294,0.98,984598000.0,1067780000.0,370824735.0,2024-09-30,63999500.0,0.2747,-0.1116555543004492,0.3711998807083241,14.800000190734863,15.399999618530272,0.0940367328035471,0.1806805252248854,0.0162295103671027,12.13979611299476,15.102041010953942,-1.3525561809774809,0.9610389972300096,0.1961486461207847,2
PIN.bk,SET,2025-02-04,Real Estate - Development,Real Estate,9099596800.0,0.488,0.44117,2.1057632,59.408,0.58524,4.474,1.83,1453783000.0,4634169000.0,2013672319.0,2024-09-30,-95924500.0,0.1184,-0.2956982949153943,1.445309592999456,6.5,4.340000152587891,0.22129247737658,0.3307635012562517,-0.01054162092105,3.2852459016393443,3.551912568306011,-0.120119480882441,1.4976957998778242,0.075076923076923,2
PJW.bk,SET,2025-02-04,Packaging & Containers,Consumer Cyclical,2989989888.0,0.143,0.037550002,0.9927798,110.333,0.09676,0.873,0.18,2175798000.0,-214530000.0,204017859.73,2024-09-30,-54384000.0,0.1179,0.0482187302876198,0.3001730175335315,2.200000047683716,2.559999942779541,0.0682336286650344,0.1040234479581576,-0.0181886902755973,11.427778042687311,12.222222487131756,2.534745816455023,0.8593750378349805,0.0649999985911629,0
PK.bk,SET,2025-02-04,Specialty Industrial Machinery,Industrials,953831808.0,0.296,-0.09698,0.2145359,58.094,-0.13654,0.887,-0.35,2074942000.0,-137427000.0,-188763806.0,2024-09-30,38168000.0,-0.0308,0.9088175425929248,0.8568771724121147,0.4699999988079071,0.6100000143051147,-0.1979005149721323,-0.0974257262524419,0.0400154405419031,-0.4971428537368775,-1.3428571394511633,-0.0147758716850897,0.7704917832556291,0.6297872356399252,1
PL.bk,SET,2025-02-04,Rental & Leasing Services,Industrials,9508300800.0,1.134,0.02939,0.27250516,292.512,0.02528,0.716,0.11,9781738000.0,-1747439000.0,345001777.0,2024-09-30,-128542500.0,0.0409,0.0406850170102884,0.4566324691253895,1.4299999475479126,1.6200000047683716,0.0362842724748464,0.042941117451566,-0.0135189770184805,2.6909086140719336,12.999999523162842,3.195279362885701,0.8827160144066634,0.7930070220943172,0
PLANB.bk,SET,2025-02-04,Advertising Agencies,Communication Services,36020568064.0,0.194,0.11248,3.4619188,45.166,0.11778,1.186,0.23,12305934000.0,958273000.0,1624478932.0,2024-09-30,384601500.0,0.0664,-0.0155582504872077,1.234012819175942,7.0,6.689107894897461,0.0450986483365194,0.1224708670484409,0.010677274698074,29.591304347826085,30.43478260869565,-19.56182839048621,1.0464773643940908,0.0277142857142857,0
PLAT.bk,SET,2025-02-04,Real Estate Services,Real Estate,8934719488.0,0.194,0.12556,0.6823184,35.485,0.03612,1.146,0.11,10477463000.0,315040000.0,683317310.0,2024-09-30,-41746500.0,-0.0032,0.3142086614729096,1.1890452702903966,1.850000023841858,2.059999942779541,0.0764788766919595,0.0633140718144808,-0.0046723906728206,15.05454567128962,16.818182034925982,0.5352552013075556,0.8980582889461968,0.1048648635134199,0
PLE.bk,SET,2025-02-04,Engineering & Construction,Industrials,6299427840.0,0.052,-0.0395,0.1830283,301.778,-0.19224001,0.981,-0.47,2887305000.0,-417742000.0,-460219473.0,2024-09-30,574849000.0,0.0156,2.402914530557547,1.0244648951747652,0.3300000131130218,0.3600000143051147,-0.0730573449984943,-0.1863566440702262,0.0912541606318328,-0.5914893896021742,-0.7021276874745146,-0.0029219836100936,0.9166666666666666,0.1575757513142597,0
PLUS.bk,SET,2025-02-04,Beverages - Non-Alcoholic,Consumer Defensive,3374204672.0,0.311,0.10589,2.3046486,2.375,0.12828,1.635,0.18,1235231201.0,140861408.0,174607834.0,2024-09-30,-71208859.5,0.2321,0.2023072486435148,1.602750984645177,4.599999904632568,5.0,0.0517478490409724,0.1268866883362499,-0.0211038945239182,23.827777247958718,25.55555502573649,1.2632051099052748,0.9199999809265136,0.0676086970538408,0
PM.bk,SET,2025-02-04,Food Distribution,Consumer Defensive,4880809472.0,0.056,0.12751001,2.860528,18.501,0.40710998,1.862,1.08,1315914000.0,703152000.0,621937315.0,2024-09-30,27282500.0,0.2504,-0.0343387610343612,0.3900927081637425,8.399999618530273,6.956250190734863,0.1274250344267484,0.3080321866645271,0.0055897490275973,7.725925572713217,7.777777424565067,-2.265013993015708,1.2075470818629213,0.0066666669694204,2
PMTA.bk,SET,2025-02-04,Agricultural Inputs,Basic Materials,979617024.0,4.293,0.03474,0.50961244,31.526,0.08745,2.355,1.46,669368000.0,1053634000.0,257505985.0,2024-09-30,-85108500.0,0.0781,-0.0118502823584875,0.4631495963544437,8.350000381469727,8.199999809265137,0.2628639342633556,0.149451936213655,-0.086879359907898,2.778767384568306,5.719178343472415,-4.82619584112791,1.0182927531333723,0.5141317130388403,2
POLY.bk,SET,2025-02-04,Metal Fabrication,Industrials,3761819392.0,0.688,0.23448999,2.8862774,5.236,0.18228,3.524,0.55,923407177.0,378058265.0,206294741.0,2024-09-30,49950964.5,0.1202,0.2156469789916019,0.2878075238961189,7.800000190734863,9.04213523864746,0.054839087022283,0.1585095803104697,0.0132784058177346,12.930909437699752,14.181818528608842,0.6576404916463556,0.8626281276347733,0.0882051260482317,2
